category,name,sku,price,unit,url,image
Lumber,"I-Joist P3-80 (2X4) 9 1/2""X16'",RFPI80912-16,84.64,/each,https://downtownlumber.com/p/i-joist-p3-80-2x4-9-12x16/RFPI80912-16,https://ik.imagekit.io/toolbx/p_1675919392941_1b10619c-d8d5-46a1-8e59-401ecaa8a417_RFPI80912-16.jpg
Lumber,"LVL BEAM 14""X12'",14LVL-12,143.88,/each,https://downtownlumber.com/p/lvl-beam-14x12/14LVL-12,https://ik.imagekit.io/toolbx/src-img/158706539262
Lumber,2x4x8' LVL Stud,312LVLS-8,22.32,/each,https://downtownlumber.com/p/2x4x8-lvl-stud/312LVLS-8,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,"I Joist P3-80 (2X4) 9 1/2""X20'",RFPI80912-20,105.80,/each,https://downtownlumber.com/p/i-joist-p3-80-2x4-9-12x20/RFPI80912-20,https://ik.imagekit.io/toolbx/p_1675919384022_f3881e63-fde0-4d78-bde8-c2d3bf6b3015_RFPI80912-20.jpg
Lumber,"Brown Deck Screws #10 x 4"" 10lbs",2183360,69.99,/each,https://downtownlumber.com/p/brown-deck-screws-10-x-4-10lbs/2183360,https://ik.imagekit.io/toolbx/p_1681618498536_9654c9a8-22e9-4922-9fe5-21ba71e307cb_2183360.jpg
Lumber,"LVL BEAM 7 1/4""X14'",7LVL-14,83.86,/each,https://downtownlumber.com/p/lvl-beam-7-14x14/7LVL-14,https://ik.imagekit.io/toolbx/src-img/158706539262
Lumber,Joist Hanger True Double 4x10,T410JH,3.99,/each,https://downtownlumber.com/p/joist-hanger-true-double-4x10/T410JH,https://ik.imagekit.io/toolbx/1741613073600
Lumber,End Cut Wood Preservative Sealer- Sienna 3.78l,1874952,44.99,/each,https://downtownlumber.com/p/end-cut-wood-preservative-sealer-sienna-378l/1874952,https://ik.imagekit.io/toolbx/p_1670389761082_4fa21815-2158-4234-831b-0f8c2e5dfb69_1874952.jpg
Lumber,"LVL BEAM 16""X18'",16LVL-18,269.82,/each,https://downtownlumber.com/p/lvl-beam-16x18/16LVL-18,https://ik.imagekit.io/toolbx/src-img/158706539262
Lumber,"Brown Deck Screws #8 x 1-1/2"" 600pc",2183378,33.99,/each,https://downtownlumber.com/p/brown-deck-screws-8-x-1-12-600pc/2183378,https://ik.imagekit.io/toolbx/p_1681618475635_8531af66-0674-4165-bc82-21598f0fa06d_2183378.jpg
Lumber,"LVL BEAM 7-1/4""X12'",7LVL-12,71.88,/each,https://downtownlumber.com/p/lvl-beam-7-14x12/7LVL-12,https://ik.imagekit.io/toolbx/src-img/158706539262
Lumber,"LVL BEAM 14""X20'",14LVL-20,239.80,/each,https://downtownlumber.com/p/lvl-beam-14x20/14LVL-20,https://ik.imagekit.io/toolbx/src-img/158706539262
Lumber,2x4x16' LVL Stud,312LVLS-16,44.64,/each,https://downtownlumber.com/p/2x4x16-lvl-stud/312LVLS-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,2x8x16' Premium WR Cedar,2816C,103.00,/each,https://downtownlumber.com/p/2x8x16-premium-wr-cedar/2816C,https://ik.imagekit.io/toolbx/ecommerce/DTL/10.03.22/2x8cedar.png
Lumber,Joist Hanger Single G185 2x8-10,28JH,2.19,/each,https://downtownlumber.com/p/joist-hanger-single-g185-2x8-10/28JH,https://ik.imagekit.io/toolbx/p_1683087493433_e0dc507f-0141-48df-97ad-0418863a860e_28JH.jpg
Lumber,"LVL BEAM 16""X20'",16LVL-20,299.80,/each,https://downtownlumber.com/p/lvl-beam-16x20/16LVL-20,https://ik.imagekit.io/toolbx/src-img/158706539262
Lumber,Joist Hanger True Double 4x8,T48JH,3.99,/each,https://downtownlumber.com/p/joist-hanger-true-double-4x8/T48JH,https://ik.imagekit.io/toolbx/1741612967238
Lumber,5/4x6x14' Cedar Deck Boards WR,5414C,38.99,/each,https://downtownlumber.com/p/54x6x14-cedar-deck-boards-wr/5414C,https://ik.imagekit.io/toolbx/ecommerce/DTL/10.03.22/54x6cedar.png
Lumber,"Rimboard 1 1/8""x14""x12'",14RIM,56.99,/each,https://downtownlumber.com/p/rimboard-1-18x14x12/14RIM,https://ik.imagekit.io/toolbx/p_1677647725117_c34b6c5c-1ad0-4b15-89eb-91977f6a7a80_14RIM.jpg
