vendor,category,name,sku,price,unit,url,image,scrape_date
Clarington Home Hardware,Lumber,Pine 1x4,2826899,$2.19,/foot,https://claringtonhomehardware.com/p/pine-1x4/2826899,https://ik.imagekit.io/toolbx/p_1693540927261_33eaa25c-2327-49e3-a350-bf94723459d4_2826899.jpg,2026-01-07 10:32:03.180959
Clarington Home Hardware,Lumber,Spruce 2x2x8,2833501,$4.19,/each,https://claringtonhomehardware.com/p/spruce-2x2x8/2833501,https://ik.imagekit.io/toolbx/p_1693541572189_8c30a3a1-547e-4b55-8762-f7d2c39eb980_2833501.jpg,2026-01-07 10:32:03.238021
Clarington Home Hardware,Lumber,PT 5/4x6x12,2835942,$13.07,/each,https://claringtonhomehardware.com/p/pt-54x6x12/2835942,https://ik.imagekit.io/toolbx/p_1693541228589_c7b482f2-1ffd-4aef-b724-9c97aecc5bb4_2835942.jpg,2026-01-07 10:32:03.298780
Clarington Home Hardware,Lumber,PT 6x6x14,2835996,$72.97,/each,https://claringtonhomehardware.com/p/pt-6x6x14/2835996,https://ik.imagekit.io/toolbx/p_1693541253340_59698db0-51de-465a-a7b1-d1d9858c5eeb_2835996.jpg,2026-01-07 10:32:03.357507
Clarington Home Hardware,Lumber,PT 1x4x8,2835949,$5.97,/each,https://claringtonhomehardware.com/p/pt-1x4x8/2835949,https://ik.imagekit.io/toolbx/p_1693540932158_a0a61a8a-0d5d-495c-8fbb-f64a35188c6d_2835949.jpg,2026-01-07 10:32:03.415488
Clarington Home Hardware,Lumber,Pine 1x6x6,2826850,$7.54,/each,https://claringtonhomehardware.com/p/pine-1x6x6/2826850,https://ik.imagekit.io/toolbx/p_1693540974662_54adc306-fd9d-40ce-95cd-fb1e3d1afc88_2826850.jpg,2026-01-07 10:32:03.471914
Clarington Home Hardware,Lumber,Spruce 2x4x116-5/8,2833536,$7.25,/each,https://claringtonhomehardware.com/p/spruce-2x4x116-58/2833536,https://ik.imagekit.io/toolbx/p_1693541591773_9b2f481a-01c4-4038-9b42-ba89c1522697_2833536.jpg,2026-01-07 10:32:03.530763
Clarington Home Hardware,Lumber,LVL 11-7/8x10',1178LVL10,$111.85,/each,https://claringtonhomehardware.com/p/lvl-11-78x10/1178LVL10,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:03.591850
Clarington Home Hardware,Lumber,Spruce 2x4x10,2832429,$6.90,/each,https://claringtonhomehardware.com/p/spruce-2x4x10/2832429,https://ik.imagekit.io/toolbx/p_1693541601798_41a0c7af-af24-419a-801b-f4a86551b567_2832429.jpg,2026-01-07 10:32:03.653384
Clarington Home Hardware,Lumber,PT 2x10x12,2835980,$37.44,/each,https://claringtonhomehardware.com/p/pt-2x10x12/2835980,https://ik.imagekit.io/toolbx/p_1693541021159_90bb36f8-5932-40f8-b913-2396b2a2663f_2835980.jpg,2026-01-07 10:32:03.714338
Clarington Home Hardware,Lumber,LVL 11-7/8x24',1178LVL24,$268.43,/each,https://claringtonhomehardware.com/p/lvl-11-78x24/1178LVL24,https://ik.imagekit.io/toolbx/src-img/158706539262,2026-01-07 10:32:03.775271
Clarington Home Hardware,Lumber,Spruce 2x12x14,2832501,$56.71,/each,https://claringtonhomehardware.com/p/spruce-2x12x14/2832501,https://ik.imagekit.io/toolbx/p_1693541538752_505db67e-58f6-42ca-8430-7ba32128aa58_2832501.jpg,2026-01-07 10:32:03.837085
Clarington Home Hardware,Lumber,PT 2x4x14,2836004,$13.25,/each,https://claringtonhomehardware.com/p/pt-2x4x14/2836004,https://ik.imagekit.io/toolbx/p_1693541089956_dd0ac501-ab4e-4bdc-a81f-a4acb453b5fe_2836004.jpg,2026-01-07 10:32:03.899480
Clarington Home Hardware,Lumber,PT 2x4x16,2836005,$14.95,/each,https://claringtonhomehardware.com/p/pt-2x4x16/2836005,https://ik.imagekit.io/toolbx/p_1693541090668_7bd07009-0a56-433a-9ead-b54608d001b5_2836005.jpg,2026-01-07 10:32:03.962834
Clarington Home Hardware,Lumber,Spruce 1x3x8,2833323,$2.98,/each,https://claringtonhomehardware.com/p/spruce-1x3x8/2833323,https://ik.imagekit.io/toolbx/p_1693541467438_990bbcd3-8a7d-4691-96ca-3e01cacbf282_2833323.jpg,2026-01-07 10:32:04.025034
Clarington Home Hardware,Lumber,PT 5/4x6x14,2835943,$15.25,/each,https://claringtonhomehardware.com/p/pt-54x6x14/2835943,https://ik.imagekit.io/toolbx/p_1693541233416_1a95a20a-bc81-49b9-b33e-d0bef9c28fea_2835943.jpg,2026-01-07 10:32:04.088453
Clarington Home Hardware,Lumber,Cedar 1x6x6,166CV,$5.99,/each,https://claringtonhomehardware.com/p/cedar-1x6x6/166CV,https://ik.imagekit.io/toolbx/p_1693540937050_a35ba470-ac48-41a8-b372-a0511ba4511b_166CV.jpg,2026-01-07 10:32:04.151973
Clarington Home Hardware,Lumber,Spruce 2x10x20,2832489,$54.73,/each,https://claringtonhomehardware.com/p/spruce-2x10x20/2832489,https://ik.imagekit.io/toolbx/p_1693541514945_6e49f48b-eee1-4242-873f-8a110ff901ff_2832489.jpg,2026-01-07 10:32:04.214989
Clarington Home Hardware,Lumber,PT 2x8x8,2835973,$18.90,/each,https://claringtonhomehardware.com/p/pt-2x8x8/2835973,https://ik.imagekit.io/toolbx/p_1693541141934_b6ec8527-c0ad-48cd-bf34-45c3733397e1_2835973.jpg,2026-01-07 10:32:04.278930
Clarington Home Hardware,Lumber,Spruce 2x6x16,2832449,$20.48,/each,https://claringtonhomehardware.com/p/spruce-2x6x16/2832449,https://ik.imagekit.io/toolbx/p_1693541640928_57650ddc-7b9e-463d-98b4-6f7b9142e9ea_2832449.jpg,2026-01-07 10:32:04.343151
Clarington Home Hardware,Lumber,PT 2x10x16,2835982,$50.99,/each,https://claringtonhomehardware.com/p/pt-2x10x16/2835982,https://ik.imagekit.io/toolbx/p_1693541029811_4d3d3160-aa44-4313-8c7b-fd1d53fd3a4f_2835982.jpg,2026-01-07 10:32:04.403505
Clarington Home Hardware,Lumber,Cedar 2x4x12,2805443,$22.98,/each,https://claringtonhomehardware.com/p/cedar-2x4x12/2805443,https://ik.imagekit.io/toolbx/p_1693541071339_3c6e02c9-60ed-4599-b889-b254d74ecf11_2805443.jpg,2026-01-07 10:32:04.458989
Clarington Home Hardware,Lumber,PT 4x4x8,2835988,$16.80,/each,https://claringtonhomehardware.com/p/pt-4x4x8/2835988,https://ik.imagekit.io/toolbx/p_1693541176367_02f5c048-2214-4b0d-90d5-799230ba58a8_2835988.jpg,2026-01-07 10:32:04.517091
Clarington Home Hardware,Lumber,Spruce 1x4x12,2833341,$6.96,/each,https://claringtonhomehardware.com/p/spruce-1x4x12/2833341,https://ik.imagekit.io/toolbx/p_1693541481266_442346be-0d5c-4aa5-b368-d60856a7b0f6_2833341.jpg,2026-01-07 10:32:04.573086
Clarington Home Hardware,Lumber,PT 2x8x14,2835976,$33.08,/each,https://claringtonhomehardware.com/p/pt-2x8x14/2835976,https://ik.imagekit.io/toolbx/p_1693541156748_59f56619-feb2-46cf-9bdd-14c633fe0970_2835976.jpg,2026-01-07 10:32:04.630204
Clarington Home Hardware,Lumber,"LVL 9-1/2""x24'",912LVL24,$216.00,/each,https://claringtonhomehardware.com/p/lvl-9-12x24/912LVL24,https://ik.imagekit.io/toolbx/p_1693541415788_64c29d6c-5a1e-4cb7-afd6-b6fe4a5303bf_912LVL24.jpg,2026-01-07 10:32:04.687240
Clarington Home Hardware,Lumber,Pine 1x2x6,910007,$1.28,/each,https://claringtonhomehardware.com/p/pine-1x2x6/910007,https://ik.imagekit.io/toolbx/p_1693540912529_778eb223-f5cb-4db1-af26-d532c7ce4e8d_910007.jpg,2026-01-07 10:32:04.744674
Clarington Home Hardware,Lumber,Spruce 2x10x12,2832481,$26.55,/each,https://claringtonhomehardware.com/p/spruce-2x10x12/2832481,https://ik.imagekit.io/toolbx/p_1693541496738_fa6874a8-8237-4ea6-951e-b9873ae8aa7b_2832481.jpg,2026-01-07 10:32:04.845462
Clarington Home Hardware,Lumber,PT 6x6x12,2835995,$62.55,/each,https://claringtonhomehardware.com/p/pt-6x6x12/2835995,https://ik.imagekit.io/toolbx/p_1693541252368_0097f8d2-e421-43a5-8b4a-971bc3760e41_2835995.jpg,2026-01-07 10:32:04.903023
Clarington Home Hardware,Lumber,Spruce 1x6x16,2833359,$14.67,/each,https://claringtonhomehardware.com/p/spruce-1x6x16/2833359,https://ik.imagekit.io/toolbx/p_1693541487977_ee9c949f-91fc-422d-a63a-5faa2c2fd744_2833359.jpg,2026-01-07 10:32:04.960773
Clarington Home Hardware,Lumber,PT 2x10x14,2835981,$43.68,/each,https://claringtonhomehardware.com/p/pt-2x10x14/2835981,https://ik.imagekit.io/toolbx/p_1693541025243_074fe0e4-7b04-4fea-918f-d07b6096b2a2_2835981.jpg,2026-01-07 10:32:05.020926
Clarington Home Hardware,Lumber,PT 2x12x12,2835985,$52.50,/each,https://claringtonhomehardware.com/p/pt-2x12x12/2835985,https://ik.imagekit.io/toolbx/p_1693541043557_69f1bced-adb4-4b3a-a0a1-a3862e190068_2835985.jpg,2026-01-07 10:32:05.077676
Clarington Home Hardware,Lumber,Pine 1x12x14,2826867,$32.99,/each,https://claringtonhomehardware.com/p/pine-1x12x14/2826867,https://ik.imagekit.io/toolbx/p_1693540882283_eb94c504-fb92-4a5d-aea2-ddd678583e35_2826867.jpg,2026-01-07 10:32:05.173569
Clarington Home Hardware,Lumber,Cedar 1x6x8,16CV8,$28.99,/each,https://claringtonhomehardware.com/p/cedar-1x6x8/16CV8,https://ik.imagekit.io/toolbx/p_1693540950573_3b361847-9478-432f-a364-e19161b28816_16CV8.jpg,2026-01-07 10:32:05.231465
Clarington Home Hardware,Lumber,LVL 7-1/4x10',714LVL10,$73.85,/each,https://claringtonhomehardware.com/p/lvl-7-14x10/714LVL10,https://ik.imagekit.io/toolbx/p_1693541378674_3900af26-3d68-4f19-a349-a7187119287a_714LVL10.jpg,2026-01-07 10:32:05.291804
Clarington Home Hardware,Lumber,Cedar 1x6x6,2805347,$10.77,/each,https://claringtonhomehardware.com/p/cedar-1x6x6/2805347,https://ik.imagekit.io/toolbx/p_1693540955198_f208fe8c-29a0-4937-a94c-c678cf139689_2805347.jpg,2026-01-07 10:32:05.348455
Clarington Home Hardware,Lumber,Pine 1x10,2826917,$2.59,/foot,https://claringtonhomehardware.com/p/pine-1x10/2826917,https://ik.imagekit.io/toolbx/p_1693540880561_79ba4323-915f-4259-8554-3bc3cef7e672_2826917.jpg,2026-01-07 10:32:05.404782
Clarington Home Hardware,Lumber,Spruce 2x4x104-5/8,2833533,$5.27,/each,https://claringtonhomehardware.com/p/spruce-2x4x104-58/2833533,https://ik.imagekit.io/toolbx/p_1693541620987_02e779fa-1674-411f-8450-15a440f13ee4_2833533.jpg,2026-01-07 10:32:05.460274
Clarington Home Hardware,Lumber,PT 4x4x16,2835992,$33.60,/each,https://claringtonhomehardware.com/p/pt-4x4x16/2835992,https://ik.imagekit.io/toolbx/p_1693541194773_cbc98f66-9e33-4757-bd22-2bac0476a23a_2835992.jpg,2026-01-07 10:32:05.517259
Clarington Home Hardware,Lumber,Spruce 2x4x16,2832513,$11.04,/each,https://claringtonhomehardware.com/p/spruce-2x4x16/2832513,https://ik.imagekit.io/toolbx/p_1693541611358_14159824-c00c-4e59-9afd-2eea7e6f874b_2832513.jpg,2026-01-07 10:32:05.574220
Clarington Home Hardware,Lumber,"PT 42"" BALUSTER",2837621,$2.59,/each,https://claringtonhomehardware.com/p/pt-42-baluster/2837621,https://ik.imagekit.io/toolbx/p_1693541262155_5e513a51-24e5-44ef-893f-c7c2f21a51ce_2837621.jpg,2026-01-07 10:32:05.633658
Clarington Home Hardware,Lumber,Cedar 4x4x10,2805573,$59.99,/each,https://claringtonhomehardware.com/p/cedar-4x4x10/2805573,https://ik.imagekit.io/toolbx/p_1693541171618_a1613a61-f6e0-4d95-9da0-5f92bc5b128d_2805573.jpg,2026-01-07 10:32:05.689064
Clarington Home Hardware,Lumber,Pine 1x6,2826905,$2.21,/foot,https://claringtonhomehardware.com/p/pine-1x6/2826905,https://ik.imagekit.io/toolbx/p_1693540984002_015076f1-fd7f-47f0-912b-8845a2df207e_2826905.jpg,2026-01-07 10:32:05.745767
Clarington Home Hardware,Lumber,Cedar 1x6x8,168CVJ,$46.80,/each,https://claringtonhomehardware.com/p/cedar-1x6x8/168CVJ,https://ik.imagekit.io/toolbx/p_1693540941199_b559d5af-f119-4eb0-be5f-badcb96d5bb3_168CVJ.jpg,2026-01-07 10:32:05.804086
Clarington Home Hardware,Lumber,Cedar 2x4x10,2805437,$19.20,/each,https://claringtonhomehardware.com/p/cedar-2x4x10/2805437,https://ik.imagekit.io/toolbx/p_1693541066583_19959ec5-66d6-405d-86a5-c4431cdf8fab_2805437.jpg,2026-01-07 10:32:05.863015
Clarington Home Hardware,Lumber,Pine 1x12x16,2826868,$37.99,/each,https://claringtonhomehardware.com/p/pine-1x12x16/2826868,https://ik.imagekit.io/toolbx/p_1693540887268_096b8405-2329-47bb-a44c-2e6266e7e7d5_2826868.jpg,2026-01-07 10:32:05.919461
Clarington Home Hardware,Lumber,PT 1x6x10,2835958,$9.89,/each,https://claringtonhomehardware.com/p/pt-1x6x10/2835958,https://ik.imagekit.io/toolbx/p_1693541000889_8696519f-732e-45ac-ae6b-c5ba3b50e64e_2835958.jpg,2026-01-07 10:32:05.974782
Clarington Home Hardware,Lumber,PT 2x6x14,2836009,$21.99,/each,https://claringtonhomehardware.com/p/pt-2x6x14/2836009,https://ik.imagekit.io/toolbx/p_1693541128555_c18ce16c-9b5b-4059-99e2-f91df8d17f1b_2836009.jpg,2026-01-07 10:32:06.033096
