category,sku,name,unit,price,url,image,scraped_time
Spruce Lumber,1212B,"Bridging, 2x2 Spruce, for 2x12 joists @ 12"" o/c (25 pieces/bundle)",Each,$19.99,https://www.coppsbuildall.com/shop/1212B/bridging-2x2-spruce-for-2x12-joists-12-o-c-25-pieces-bundle/,https://www.coppsbuildall.com/img/products/1093-sm.jpg,
Spruce Lumber,1216B,"Bridging, 2x2 Spruce, for 2x12 joists @ 16"" o/c (25 pieces/bundle)",Each,$19.99,https://www.coppsbuildall.com/shop/1216B/bridging-2x2-spruce-for-2x12-joists-16-o-c-25-pieces-bundle/,https://www.coppsbuildall.com/img/products/1102-sm.jpg,
Spruce Lumber,812B,"Bridging, 2x2 Spruce, for 2x8 joists @ 12"" o/c (25 pieces/bundle)",Each,$19.99,https://www.coppsbuildall.com/shop/812B/bridging-2x2-spruce-for-2x8-joists-12-o-c-25-pieces-bundle/,https://www.coppsbuildall.com/img/products/7845-sm.jpg,
Spruce Lumber,816B,"Bridging, 2x2 Spruce, for 2x8 joists @ 16"" o/c (25 pieces/bundle)",Each,$19.99,https://www.coppsbuildall.com/shop/816B/bridging-2x2-spruce-for-2x8-joists-16-o-c-25-pieces-bundle/,https://www.coppsbuildall.com/img/products/7858-sm.jpg,
Spruce Lumber,34CANT,"Cant Strip, 3/4"" x 3/4"", random length, sold in 250 lf/bundle",Each,$76.45,https://www.coppsbuildall.com/shop/34CANT/cant-strip-3-4-x-3-4-random-length-sold-in-250-lf-bundle/,https://www.coppsbuildall.com/img/products/4720.jpg,
Spruce Lumber,248E,"Spruce, Economy Grade, 2"" x 4"" x 8 ft (note: this product is NOT to be used for structural framing)",Each,$3.75,https://www.coppsbuildall.com/shop/248E/spruce-economy-grade-2-x-4-x-8-ft-note-this-product-is-not-to-be-used-for-structural-framing/,https://www.coppsbuildall.com/img/products/3322.jpg,
Spruce Lumber,1416RS,"Spruce, Rough, 1"" x 4"" x 16 ft",Each,$8.95,https://www.coppsbuildall.com/shop/1416RS/spruce-rough-1-x-4-x-16-ft/,https://www.coppsbuildall.com/img/products/1769-sm.jpg,
Spruce Lumber,21016RS,"Spruce, Rough, 2"" x 10"" x 16 ft",Each,$49.10,https://www.coppsbuildall.com/shop/21016RS/spruce-rough-2-x-10-x-16-ft/,https://www.coppsbuildall.com/img/products/2714-sm.jpg,
Spruce Lumber,122STAKE,"Stakes, Spruce, 1"" x 2"" x 2 ft, 9 pcs/bundle",Each,$8.25,https://www.coppsbuildall.com/shop/122STAKE/stakes-spruce-1-x-2-x-2-ft-9-pcs-bundle/,https://www.coppsbuildall.com/img/products/1132-sm.jpg,
Spruce Lumber,124STAKE,"Stakes, Spruce, 1"" x 2"" x 4 ft, 9 pcs/bundle",Each,$16.50,https://www.coppsbuildall.com/shop/124STAKE/stakes-spruce-1-x-2-x-4-ft-9-pcs-bundle/,https://www.coppsbuildall.com/img/products/1163-sm.jpg,
Spruce Lumber,222STAKE,"Stakes, Spruce, 2"" x 2"" x 2 ft, 6 pcs/bundle",Each,$10.20,https://www.coppsbuildall.com/shop/222STAKE/stakes-spruce-2-x-2-x-2-ft-6-pcs-bundle/,https://www.coppsbuildall.com/img/products/2922-sm.jpg,
Spruce Lumber,224STAKE,"Stakes, Spruce, 2"" x 2"" x 4 ft, 6 pcs/bundle",Each,$20.40,https://www.coppsbuildall.com/shop/224STAKE/stakes-spruce-2-x-2-x-4-ft-6-pcs-bundle/,https://www.coppsbuildall.com/img/products/2943-sm.jpg,
Spruce Lumber,226STAKE,"Stakes, Spruce, 2"" x 2"" x 6 ft, 6 pcs/bundle",Each,$30.60,https://www.coppsbuildall.com/shop/226STAKE/stakes-spruce-2-x-2-x-6-ft-6-pcs-bundle/,https://www.coppsbuildall.com/img/products/2948-sm.jpg,
Spruce Lumber,LACULL96,"Cull Cedar - 448C x 9, 288C x 4, 4410C x 16 was 1850",Each,$925.00,https://www.coppsbuildall.com/shop/LACULL96/cull-cedar-448c-x-9-288c-x-4-4410c-x-16-was-1850/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL97,"Cull Cedar - 668C x 7, 6610C x 2, 6612C x 4 was $4400",Each,"$2,000.00",https://www.coppsbuildall.com/shop/LACULL97/cull-cedar-668c-x-7-6610c-x-2-6612c-x-4-was-4400/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL61,"Cull Composite - 20' Solid x 15, was 2000$",Each,"$1,250.00",https://www.coppsbuildall.com/shop/LACULL61/cull-composite-20-solid-x-15-was-2000/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL62,"Cull Composite - 20' Solid x 9, 12' Riser x 20, was 2700$",Each,"$1,750.00",https://www.coppsbuildall.com/shop/LACULL62/cull-composite-20-solid-x-9-12-riser-x-20-was-2700/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL78,Cull EWP - 200$,Each,$200.00,https://www.coppsbuildall.com/shop/LACULL78/cull-ewp-200/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL77,"Cull PT - 166pt x 72, 164pt x 9, 167pt x 1, 1610pt x 2 was $430",Each,$215.00,https://www.coppsbuildall.com/shop/LACULL77/cull-pt-166pt-x-72-164pt-x-9-167pt-x-1-1610pt-x-2-was-430/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL95,"Cull PT - 166pt x 76, 164pt x 10 was $380",Each,$190.00,https://www.coppsbuildall.com/shop/LACULL95/cull-pt-166pt-x-76-164pt-x-10-was-380/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL94,"Cull PT - 168pt x 19, 166pt x 98, 165pt x 1 was $580",Each,$190.00,https://www.coppsbuildall.com/shop/LACULL94/cull-pt-168pt-x-19-166pt-x-98-165pt-x-1-was-580/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL85,"Cull PT - 21210pt x3, 2128pt x 1, 21010pt x 3, 2108pt x 1, 288pt x 2 was $360",Each,$180.00,https://www.coppsbuildall.com/shop/LACULL85/cull-pt-21210pt-x3-2128pt-x-1-21010pt-x-3-2108pt-x-1-288pt-x-2-was-360/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL92,"Cull PT - 21214pt x 1, 21212pt x 2, 21012pt x 4, 2812pt x 4 was $480",Each,$240.00,https://www.coppsbuildall.com/shop/LACULL92/cull-pt-21214pt-x-1-21212pt-x-2-21012pt-x-4-2812pt-x-4-was-480/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL74,"Cull PT - 2414pt x 28, 2412pt x 2, 2410pt x 4, 248pt x 8, 2616pt x 6, 2614pt x 11, 3612pt x 2, 2610pt x 2, 268pt x 1, 288pt x 2",Each,$675.00,https://www.coppsbuildall.com/shop/LACULL74/cull-pt-2414pt-x-28-2412pt-x-2-2410pt-x-4-248pt-x-8-2616pt-x-6-2614pt-x-11-3612pt-x-2-2610pt-x-2-268pt-x-1-288pt-x-2-2810pt-x-3-2816pt-x-1-2108pt-x-1-21212pt-x-1-was-1350/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL68,"Cull PT - 248pt x 48, 24RAILB x 22 was $750",Each,$375.00,https://www.coppsbuildall.com/shop/LACULL68/cull-pt-248pt-x-48-24railb-x-22-was-750/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL93,"Cull PT - 2612pt x 15, 2610pt x 3 was 350",Each,$175.00,https://www.coppsbuildall.com/shop/LACULL93/cull-pt-2612pt-x-15-2610pt-x-3-was-350/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL88,"Cull PT - 2612pt x 6, 2610pt x 3, 268pt x 3 was 240",Each,$120.00,https://www.coppsbuildall.com/shop/LACULL88/cull-pt-2612pt-x-6-2610pt-x-3-268pt-x-3-was-240/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL89,"Cull PT - 2616pt x 7, 2614pt x 10, 2416pt x 6, 2414pt x 2 was 615",Each,$300.00,https://www.coppsbuildall.com/shop/LACULL89/cull-pt-2616pt-x-7-2614pt-x-10-2416pt-x-6-2414pt-x-2-was-615/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL86,"Cull PT - 2816pt x 6, 2814pt x 8, 2614pt x 4 was 650",Each,$325.00,https://www.coppsbuildall.com/shop/LACULL86/cull-pt-2816pt-x-6-2814pt-x-8-2614pt-x-4-was-650/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL81,Cull PT - 4412pt x 14 was $410,Each,$200.00,https://www.coppsbuildall.com/shop/LACULL81/cull-pt-4412pt-x-14-was-410/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL83,Cull PT - 4412pt x 21 was $615,Each,$300.00,https://www.coppsbuildall.com/shop/LACULL83/cull-pt-4412pt-x-21-was-615/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL80,"Cull PT - 448pt x 9, 4410pt x 1 was $200",Each,$100.00,https://www.coppsbuildall.com/shop/LACULL80/cull-pt-448pt-x-9-4410pt-x-1-was-200/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL90,"Cull PT - 54612pt x 8, 54610pt x 10, 5468pt x 14 was $350",Each,$175.00,https://www.coppsbuildall.com/shop/LACULL90/cull-pt-54612pt-x-8-54610pt-x-10-5468pt-x-14-was-350/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL91,"Cull PT - 54616pt x 13, 54614pt x 19 was $530",Each,$250.00,https://www.coppsbuildall.com/shop/LACULL91/cull-pt-54616pt-x-13-54614pt-x-19-was-530/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL82,Cull PT - 6610pt x 5 was $310,Each,$150.00,https://www.coppsbuildall.com/shop/LACULL82/cull-pt-6610pt-x-5-was-310/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL84,"Cull PT - 6614pt x 13, 6616pt x 1 was $1250",Each,$625.00,https://www.coppsbuildall.com/shop/LACULL84/cull-pt-6614pt-x-13-6616pt-x-1-was-1250/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LACULL72,"Cull PT - 668pt x 8, 6610pt x 5, 6612pt x 2, 6614pt x 1, 6616pt x 1, 6620pt x 1, 5510pt x 3, 5512pt x 1, 35tieb x 6 was $1500",Each,$750.00,https://www.coppsbuildall.com/shop/LACULL72/cull-pt-668pt-x-8-6610pt-x-5-6612pt-x-2-6614pt-x-1-6616pt-x-1-6620pt-x-1-5510pt-x-3-5512pt-x-1-35tieb-x-6-was-1500/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,LECULL25_41,Cull PT Lift - To be stored over winter SOLD IN FULL LIFT ONLY - FINAL SALE,Each,$800.00,https://www.coppsbuildall.com/shop/LECULL25_41/cull-pt-lift-to-be-stored-over-winter-sold-in-full-lift-only-final-sale/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,DTCULL1125-01,"Cull Spruce,2x material SOLD IN FULL LIFT ONLY- FINAL SALE",Each,$105.00,https://www.coppsbuildall.com/shop/DTCULL1125-01/cull-spruce2x-material-sold-in-full-lift-only-final-sale/,https://www.coppsbuildall.com/img/default-img.png,
Spruce Lumber,FJ148,Finger Jointed Pine Nominal 1x4x8,Each,$9.99,https://www.coppsbuildall.com/shop/FJ148/finger-jointed-pine-nominal-1x4x8/,https://www.coppsbuildall.com/img/default-img.png,
Engineered Lumber,912AJS140-10,"AJS-140 Joist, 9-1/2"" x 10 ft, (2-1/2"" X 9-1/2"") (20)",Each,$43.30,https://www.coppsbuildall.com/shop/912AJS140-10/ajs-140-joist-9-1-2-x-10-ft-2-1-2-x-9-1-2-20/,https://www.coppsbuildall.com/img/products/34855-sm.jpg,
Engineered Lumber,912AJS140-12,"AJS-140 Joist, 9-1/2"" x 12 ft, (2-1/2"" X 9-1/2"") (36)",Each,$52.00,https://www.coppsbuildall.com/shop/912AJS140-12/ajs-140-joist-9-1-2-x-12-ft-2-1-2-x-9-1-2-36/,https://www.coppsbuildall.com/img/products/34859-sm.jpg,
Engineered Lumber,912AJS140-14,"AJS-140 Joist, 9-1/2"" x 14 ft, (2-1/2"" X 9-1/2"") (S)",Each,$60.70,https://www.coppsbuildall.com/shop/912AJS140-14/ajs-140-joist-9-1-2-x-14-ft-2-1-2-x-9-1-2-s/,https://www.coppsbuildall.com/img/products/34860-sm.jpg,
Engineered Lumber,912AJS140-16,"AJS-140 Joist, 9-1/2"" x 16 ft, (2-1/2"" X 9-1/2"") (S)",Each,$69.40,https://www.coppsbuildall.com/shop/912AJS140-16/ajs-140-joist-9-1-2-x-16-ft-2-1-2-x-9-1-2-s/,https://www.coppsbuildall.com/img/products/34861-sm.jpg,
Engineered Lumber,912AJS140-18,"AJS-140 Joist, 9-1/2"" x 18 ft, (2-1/2"" X 9-1/2"") (S)",Each,$78.00,https://www.coppsbuildall.com/shop/912AJS140-18/ajs-140-joist-9-1-2-x-18-ft-2-1-2-x-9-1-2-s/,https://www.coppsbuildall.com/img/products/34862-sm.jpg,
Engineered Lumber,912AJS140-20,"AJS-140 Joist, 9-1/2"" x 20 ft, (2-1/2"" X 9-1/2"") (S)",Each,$86.70,https://www.coppsbuildall.com/shop/912AJS140-20/ajs-140-joist-9-1-2-x-20-ft-2-1-2-x-9-1-2-s/,https://www.coppsbuildall.com/img/products/34863-sm.jpg,
Engineered Lumber,912AJS140-24,"AJS-140 Joist, 9-1/2"" x 24 ft, (2-1/2"" X 9-1/2"") (S)",Each,$104.00,https://www.coppsbuildall.com/shop/912AJS140-24/ajs-140-joist-9-1-2-x-24-ft-2-1-2-x-9-1-2-s/,https://www.coppsbuildall.com/img/products/34865-sm.jpg,
Engineered Lumber,912AJS140-32,"AJS-140 Joist, 9-1/2"" x 32 ft, (2-1/2"" X 9-1/2"") (48)",Each,$138.70,https://www.coppsbuildall.com/shop/912AJS140-32/ajs-140-joist-9-1-2-x-32-ft-2-1-2-x-9-1-2-48/,https://www.coppsbuildall.com/img/products/34869-sm.jpg,
Engineered Lumber,912AJS140-36,"AJS-140 Joist, 9-1/2"" x 36 ft, (2-1/2"" X 9-1/2"") (S)",Each,$156.00,https://www.coppsbuildall.com/shop/912AJS140-36/ajs-140-joist-9-1-2-x-36-ft-2-1-2-x-9-1-2-s/,https://www.coppsbuildall.com/img/products/34874-sm.jpg,
Engineered Lumber,912AJS140-48,"AJS-140 Joist, 9-1/2"" x 48 ft, (2-1/2"" X 9-1/2"") (48)",Each,$208.10,https://www.coppsbuildall.com/shop/912AJS140-48/ajs-140-joist-9-1-2-x-48-ft-2-1-2-x-9-1-2-48/,https://www.coppsbuildall.com/img/products/34880-sm.jpg,
Engineered Lumber,1178AJS140-10,"AJS-140 Joist, 11-7/8"" x 10 ft, (2-1/2"" X 11-7/8"") (S)",Each,$46.60,https://www.coppsbuildall.com/shop/1178AJS140-10/ajs-140-joist-11-7-8-x-10-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34825-sm.jpg,
Engineered Lumber,1178AJS140-12,"AJS-140 Joist, 11-7/8"" x 12 ft, (2-1/2"" X 11-7/8"") (S)",Each,$56.00,https://www.coppsbuildall.com/shop/1178AJS140-12/ajs-140-joist-11-7-8-x-12-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34827-sm.jpg,
Engineered Lumber,1178AJS140-14,"AJS-140 Joist, 11-7/8"" x 14 ft, (2-1/2"" X 11-7/8"") (S)",Each,$65.30,https://www.coppsbuildall.com/shop/1178AJS140-14/ajs-140-joist-11-7-8-x-14-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34829-sm.jpg,
Engineered Lumber,1178AJS140-16,"AJS-140 Joist, 11-7/8"" x 16 ft, (2-1/2"" X 11-7/8"") (S)",Each,$74.60,https://www.coppsbuildall.com/shop/1178AJS140-16/ajs-140-joist-11-7-8-x-16-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34833-sm.jpg,
Engineered Lumber,1178AJS140-18,"AJS-140 Joist, 11-7/8"" x 18 ft, (2-1/2"" X 11-7/8"") (S)",Each,$83.90,https://www.coppsbuildall.com/shop/1178AJS140-18/ajs-140-joist-11-7-8-x-18-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34835-sm.jpg,
Engineered Lumber,1178AJS140-20,"AJS-140 Joist, 11-7/8"" x 20 ft, (2-1/2"" X 11-7/8"") (S)",Each,$93.30,https://www.coppsbuildall.com/shop/1178AJS140-20/ajs-140-joist-11-7-8-x-20-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34836-sm.jpg,
Engineered Lumber,1178AJS140-22,"AJS-140 Joist, 11-7/8"" x 22 ft, (2-1/2"" X 11-7/8"") (48)",Each,$102.60,https://www.coppsbuildall.com/shop/1178AJS140-22/ajs-140-joist-11-7-8-x-22-ft-2-1-2-x-11-7-8-48/,https://www.coppsbuildall.com/img/products/34837-sm.jpg,
Engineered Lumber,1178AJS140-24,"AJS-140 Joist, 11-7/8"" x 24 ft, (2-1/2"" X 11-7/8"") (S)",Each,$111.90,https://www.coppsbuildall.com/shop/1178AJS140-24/ajs-140-joist-11-7-8-x-24-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34838-sm.jpg,
Engineered Lumber,1178AJS140-28,"AJS-140 Joist, 11-7/8"" x 28 ft, (2-1/2"" X 11-7/8"") (S)",Each,$130.60,https://www.coppsbuildall.com/shop/1178AJS140-28/ajs-140-joist-11-7-8-x-28-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34841-sm.jpg,
Engineered Lumber,1178AJS140-32,"AJS-140 Joist, 11-7/8"" x 32 ft, (2-1/2"" X 11-7/8"") (48)",Each,$149.20,https://www.coppsbuildall.com/shop/1178AJS140-32/ajs-140-joist-11-7-8-x-32-ft-2-1-2-x-11-7-8-48/,https://www.coppsbuildall.com/img/products/34843-sm.jpg,
Engineered Lumber,1178AJS140-36,"AJS-140 Joist, 11-7/8"" x 36 ft, (2-1/2"" X 11-7/8"") (S)",Each,$167.90,https://www.coppsbuildall.com/shop/1178AJS140-36/ajs-140-joist-11-7-8-x-36-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34845-sm.jpg,
Engineered Lumber,1178AJS140-40,"AJS-140 Joist, 11-7/8"" x 40 ft, (2-1/2"" X 11-7/8"") (48)",Each,$186.50,https://www.coppsbuildall.com/shop/1178AJS140-40/ajs-140-joist-11-7-8-x-40-ft-2-1-2-x-11-7-8-48/,https://www.coppsbuildall.com/img/products/34847-sm.jpg,
Engineered Lumber,1178AJS140-44,"AJS-140 Joist, 11-7/8"" x 44 ft, (2-1/2"" X 11-7/8"")",Each,$205.20,https://www.coppsbuildall.com/shop/1178AJS140-44/ajs-140-joist-11-7-8-x-44-ft-2-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/34849-sm.jpg,
Engineered Lumber,1178AJS140-48,"AJS-140 Joist, 11-7/8"" x 48 ft, (2-1/2"" X 11-7/8"") (S)",Each,$223.80,https://www.coppsbuildall.com/shop/1178AJS140-48/ajs-140-joist-11-7-8-x-48-ft-2-1-2-x-11-7-8-s/,https://www.coppsbuildall.com/img/products/34852-sm.jpg,
Engineered Lumber,1178AJS25-12,"AJS-25 Joist, 11-7/8"" x 12 ft,  (3-1/2"" X 11-7/8"")",Each,$68.00,https://www.coppsbuildall.com/shop/1178AJS25-12/ajs-25-joist-11-7-8-x-12-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81136-sm.jpg,
Engineered Lumber,1178AJS25-16,"AJS-25 Joist, 11-7/8"" x 16 ft,  (3-1/2"" X 11-7/8"")",Each,$90.60,https://www.coppsbuildall.com/shop/1178AJS25-16/ajs-25-joist-11-7-8-x-16-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81138-sm.jpg,
Engineered Lumber,1178AJS25-18,"AJS-25 Joist, 11-7/8"" x 18 ft,  (3-1/2"" X 11-7/8"")",Each,$101.90,https://www.coppsbuildall.com/shop/1178AJS25-18/ajs-25-joist-11-7-8-x-18-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81139-sm.jpg,
Engineered Lumber,1178AJS25-20,"AJS-25 Joist, 11-7/8"" x 20 ft,  (3-1/2"" X 11-7/8"")",Each,$113.30,https://www.coppsbuildall.com/shop/1178AJS25-20/ajs-25-joist-11-7-8-x-20-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81140-sm.jpg,
Engineered Lumber,1178AJS25-22,"AJS-25 Joist, 11-7/8"" x 22 ft,  (3-1/2"" X 11-7/8"")",Each,$124.60,https://www.coppsbuildall.com/shop/1178AJS25-22/ajs-25-joist-11-7-8-x-22-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81141-sm.jpg,
Engineered Lumber,1178AJS25-24,"AJS-25 Joist, 11-7/8"" x 24 ft,  (3-1/2"" X 11-7/8"")",Each,$135.90,https://www.coppsbuildall.com/shop/1178AJS25-24/ajs-25-joist-11-7-8-x-24-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81142-sm.jpg,
Engineered Lumber,1178AJS25-28,"AJS-25 Joist, 11-7/8"" x 28 ft,  (3-1/2"" X 11-7/8"")",Each,$158.60,https://www.coppsbuildall.com/shop/1178AJS25-28/ajs-25-joist-11-7-8-x-28-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81144-sm.jpg,
Engineered Lumber,1178AJS25-32,"AJS-25 Joist, 11-7/8"" x 32 ft,  (3-1/2"" X 11-7/8"")",Each,$181.20,https://www.coppsbuildall.com/shop/1178AJS25-32/ajs-25-joist-11-7-8-x-32-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81149-sm.jpg,
Engineered Lumber,1178AJS25-36,"AJS-25 Joist, 11-7/8"" x 36 ft,  (3-1/2"" X 11-7/8"")",Each,$203.90,https://www.coppsbuildall.com/shop/1178AJS25-36/ajs-25-joist-11-7-8-x-36-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81151-sm.jpg,
Engineered Lumber,1178AJS25-40,"AJS-25 Joist, 11-7/8"" x 40 ft,  (3-1/2"" X 11-7/8"")",Each,$226.50,https://www.coppsbuildall.com/shop/1178AJS25-40/ajs-25-joist-11-7-8-x-40-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81153-sm.jpg,
Engineered Lumber,1178AJS25-44,"AJS-25 Joist, 11-7/8"" x 44 ft,  (3-1/2"" X 11-7/8"")",Each,$249.20,https://www.coppsbuildall.com/shop/1178AJS25-44/ajs-25-joist-11-7-8-x-44-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81155-sm.jpg,
Engineered Lumber,1178AJS25-48,"AJS-25 Joist, 11-7/8"" x 48 ft,  (3-1/2"" X 11-7/8"")",Each,$271.80,https://www.coppsbuildall.com/shop/1178AJS25-48/ajs-25-joist-11-7-8-x-48-ft-3-1-2-x-11-7-8/,https://www.coppsbuildall.com/img/products/81158-sm.jpg,
Engineered Lumber,1178RIM12,"Rimboard, 11-7/8"" x 1-1/8"" x 12 ft length",Each,$60.00,https://www.coppsbuildall.com/shop/1178RIM12/rimboard-11-7-8-x-1-1-8-x-12-ft-length/,https://www.coppsbuildall.com/img/products/1026-sm.jpg,
Engineered Lumber,16RIM12,"Rimboard, 16"" x 1-1/8"" x 12 ft length",Each,$82.20,https://www.coppsbuildall.com/shop/16RIM12/rimboard-16-x-1-1-8-x-12-ft-length/,https://www.coppsbuildall.com/img/products/2178-sm.jpg,
Engineered Lumber,912RIM12,"Rimboard, 9-1/2"" x 1-1/8"" x 12 ft length",Each,$49.20,https://www.coppsbuildall.com/shop/912RIM12/rimboard-9-1-2-x-1-1-8-x-12-ft-length/,https://www.coppsbuildall.com/img/products/8821-sm.jpg,
Engineered Lumber,714LVL10,"LVL Beam 7-1/4"" X 10'  2.1E (1-3/4"" X 7-1/4"")",Each,$69.50,https://www.coppsbuildall.com/shop/714LVL10/lvl-beam-7-1-4-x-10-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7303-sm.jpg,
Engineered Lumber,714LVL12,"LVL Beam 7-1/4"" X 12'  2.1E (1-3/4"" X 7-1/4"")",Each,$83.40,https://www.coppsbuildall.com/shop/714LVL12/lvl-beam-7-1-4-x-12-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7304-sm.jpg,
Engineered Lumber,714LVL14,"LVL Beam 7-1/4"" X 14'  2.1E (1-3/4"" X 7-1/4"")",Each,$97.20,https://www.coppsbuildall.com/shop/714LVL14/lvl-beam-7-1-4-x-14-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7305-sm.jpg,
Engineered Lumber,714LVL16,"LVL Beam 7-1/4"" X 16'  2.1E (1-3/4"" X 7-1/4"")",Each,$111.10,https://www.coppsbuildall.com/shop/714LVL16/lvl-beam-7-1-4-x-16-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7306-sm.jpg,
Engineered Lumber,714LVL18,"LVL Beam 7-1/4"" X 18'  2.1E (1-3/4"" X 7-1/4"")",Each,$125.00,https://www.coppsbuildall.com/shop/714LVL18/lvl-beam-7-1-4-x-18-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7307-sm.jpg,
Engineered Lumber,714LVL20,"LVL Beam 7-1/4"" X 20'  2.1E (1-3/4"" X 7-1/4"")",Each,$138.90,https://www.coppsbuildall.com/shop/714LVL20/lvl-beam-7-1-4-x-20-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7308-sm.jpg,
Engineered Lumber,714LVL24,"LVL Beam 7-1/4"" X 24'  2.1E (1-3/4"" X 7-1/4"")",Each,$166.70,https://www.coppsbuildall.com/shop/714LVL24/lvl-beam-7-1-4-x-24-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7310-sm.jpg,
Engineered Lumber,714LVL48,"LVL Beam 7-1/4"" X 48'  2.1E (1-3/4"" X 7-1/4"")",Each,$333.40,https://www.coppsbuildall.com/shop/714LVL48/lvl-beam-7-1-4-x-48-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7323-sm.jpg,
Engineered Lumber,714LVL8,"LVL Beam 7-1/4"" X 8'   2.1E (1-3/4"" X 7-1/4"")",Each,$55.60,https://www.coppsbuildall.com/shop/714LVL8/lvl-beam-7-1-4-x-8-21e-1-3-4-x-7-1-4/,https://www.coppsbuildall.com/img/products/7325-sm.jpg,
Engineered Lumber,914LVL10,"LVL Beam 9-1/4"" X 10'  2.1E (1-3/4"" X 9-1/4"")",Each,$89.00,https://www.coppsbuildall.com/shop/914LVL10/lvl-beam-9-1-4-x-10-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8827-sm.jpg,
Engineered Lumber,914LVL12,"LVL Beam 9-1/4"" X 12'  2.1E (1-3/4"" X 9-1/4"")",Each,$106.80,https://www.coppsbuildall.com/shop/914LVL12/lvl-beam-9-1-4-x-12-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8828-sm.jpg,
Engineered Lumber,914LVL14,"LVL Beam 9-1/4"" X 14'  2.1E (1-3/4"" X 9-1/4"")",Each,$124.60,https://www.coppsbuildall.com/shop/914LVL14/lvl-beam-9-1-4-x-14-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8829-sm.jpg,
